,DATE,PRCP,TAVG,TMAX,TMIN
274,1881-10-02,3.2,4.2,7.9,2.4
639,1882-10-02,0.0,7.1,,5.2
1004,1883-10-02,0.0,7.3,8.7,6.6
1370,1884-10-02,0.0,9.5,15.3,4.3
1735,1885-10-02,0.7,2.8,3.6,1.4
2100,1886-10-02,0.0,5.7,8.4,3.8
2465,1887-10-02,5.6,6.9,8.5,5.4
2831,1888-10-02,0.0,7.8,11.0,5.8
3196,1889-10-02,0.0,16.2,20.5,13.4
3561,1890-10-02,14.0,10.9,11.3,6.7
3926,1891-10-02,0.0,13.3,18.3,10.4
4292,1892-10-02,0.0,5.8,9.6,3.8
4657,1893-10-02,0.0,13.0,17.4,8.5
5022,1894-10-02,0.0,2.2,6.1,-1.7
5387,1895-10-02,0.0,12.2,13.1,9.1
5753,1896-10-02,0.0,9.3,14.7,3.8
6118,1897-10-02,3.9,3.1,5.3,1.0
6483,1898-10-02,5.1,6.2,7.9,4.0
6848,1899-10-02,0.0,14.5,17.9,12.4
7213,1900-10-02,1.3,12.7,15.2,10.2
7578,1901-10-02,0.0,10.4,13.3,9.0
7943,1902-10-02,0.0,1.7,2.9,0.0
8308,1903-10-02,6.6,3.5,,1.6
8674,1904-10-02,0.0,10.8,15.8,6.5
9039,1905-10-02,2.8,6.7,8.0,4.6
9404,1906-10-02,0.0,7.4,11.5,4.0
9769,1907-10-02,0.0,7.5,10.5,5.9
10135,1908-10-02,0.3,9.4,11.6,7.4
10500,1909-10-02,0.1,5.3,9.0,3.7
10865,1910-10-02,0.3,4.8,7.2,3.0
11230,1911-10-02,4.3,8.0,11.9,4.1
11596,1912-10-02,2.1,8.1,10.6,5.2
11961,1913-10-02,0.0,9.3,13.3,6.8
12326,1914-10-02,4.3,4.7,6.9,2.9
12691,1915-10-02,1.7,13.0,16.0,10.8
13057,1916-10-02,4.7,1.4,4.0,-0.6
13422,1917-10-02,1.6,7.0,9.5,2.1
13787,1918-10-02,0.7,6.8,9.2,5.7
14152,1919-10-02,0.0,11.2,14.7,8.7
14518,1920-10-02,0.7,2.4,5.8,0.7
14883,1921-10-02,0.0,8.5,10.4,3.9
15248,1922-10-02,0.2,6.5,8.4,4.7
15613,1923-10-02,5.4,7.4,9.4,3.2
15979,1924-10-02,0.0,11.3,17.0,6.7
16344,1925-10-02,10.1,9.8,12.6,6.8
16709,1926-10-02,0.0,9.9,11.9,5.0
17074,1927-10-02,0.4,10.8,12.3,7.9
17440,1928-10-02,0.2,3.4,4.9,1.2
17805,1929-10-02,0.9,10.7,13.6,8.3
18170,1930-10-02,0.8,2.7,5.6,-1.2
18535,1931-10-02,0.1,5.9,11.1,1.6
18901,1932-10-02,3.1,11.4,15.3,8.3
19266,1933-10-02,4.2,11.3,13.3,9.7
19631,1934-10-02,7.7,12.4,14.5,5.6
19996,1935-10-02,0.0,14.2,17.6,9.7
20362,1936-10-02,5.2,3.6,5.9,1.8
20727,1937-10-02,0.2,9.2,11.8,6.2
21092,1938-10-02,0.0,10.4,14.3,9.7
21457,1939-10-02,0.0,1.4,5.5,-1.5
21823,1940-10-02,0.8,8.5,10.5,7.6
22188,1941-10-02,0.0,7.8,10.2,4.8
22553,1942-10-02,0.1,12.0,14.3,9.7
22918,1943-10-02,0.0,12.4,16.1,9.0
23284,1944-10-02,2.8,8.8,12.3,4.7
23649,1945-10-02,0.0,7.6,9.5,6.5
24014,1946-10-02,8.2,3.6,6.5,0.1
24379,1947-10-02,0.0,4.2,7.8,2.0
24745,1948-10-02,2.4,6.3,9.4,1.4
25110,1949-10-02,3.5,6.8,10.7,3.0
25475,1950-10-02,0.0,11.1,15.4,7.0
25840,1951-10-02,0.2,8.6,10.5,7.2
26206,1952-10-02,0.0,5.0,7.8,3.4
26571,1953-10-02,22.2,10.9,13.5,9.7
26936,1954-10-02,0.9,5.1,6.6,3.4
27301,1955-10-02,7.5,8.6,11.1,6.8
27667,1956-10-02,0.0,9.9,12.2,7.1
28032,1957-10-02,0.0,4.4,6.8,1.8
28397,1958-10-02,0.0,5.6,8.0,4.3
28762,1959-10-02,0.8,3.7,6.3,2.3
29128,1960-10-02,0.0,8.0,11.6,2.6
29493,1961-10-02,0.0,8.1,14.5,3.4
29858,1962-10-02,1.2,11.3,14.6,9.2
30223,1963-10-02,8.9,8.7,12.5,6.8
30589,1964-10-02,3.0,8.0,11.0,6.3
30954,1965-10-02,0.0,4.1,9.7,0.4
31319,1966-10-02,0.0,8.7,16.0,2.5
31684,1967-10-02,0.0,10.3,15.1,5.5
32050,1968-10-02,0.0,5.8,8.0,3.9
32415,1969-10-02,3.1,7.2,9.0,5.3
32780,1970-10-02,0.0,5.9,8.4,3.4
33145,1971-10-02,7.4,8.5,10.3,6.8
33511,1972-10-02,0.0,5.5,7.8,2.6
33876,1973-10-02,5.5,7.2,8.5,5.5
34241,1974-10-02,0.0,15.6,20.9,11.7
34606,1975-10-02,0.0,12.1,14.6,10.9
34972,1976-10-02,0.4,4.4,7.6,0.4
35337,1977-10-02,12.7,8.2,10.6,6.6
35702,1978-10-02,0.0,4.0,6.9,1.7
36067,1979-10-02,1.4,3.9,6.5,1.8
36433,1980-10-02,3.9,7.4,8.7,6.0
36798,1981-10-02,0.0,13.3,18.9,8.1
37163,1982-10-02,1.9,7.7,9.6,4.2
37528,1983-10-02,0.0,4.9,8.1,3.0
37894,1984-10-02,0.0,13.0,16.4,10.7
38259,1985-10-02,5.2,11.8,12.8,8.1
38624,1986-10-02,0.4,11.0,12.7,8.6
38989,1987-10-02,0.0,7.8,12.3,3.1
39355,1988-10-02,0.0,7.5,9.7,3.8
39720,1989-10-02,3.9,4.1,7.3,0.8
40085,1990-10-02,0.0,4.4,6.0,2.3
40450,1991-10-02,0.0,10.9,13.7,8.6
40816,1992-10-02,0.0,5.6,8.2,4.0
41181,1993-10-02,0.0,5.9,11.0,2.4
41546,1994-10-02,4.4,5.5,7.0,3.8
41911,1995-10-02,2.6,7.9,10.1,5.8
42277,1996-10-02,8.9,9.4,11.3,7.5
42642,1997-10-02,0.0,5.9,9.3,4.1
43007,1998-10-02,0.0,5.3,9.0,3.4
43372,1999-10-02,1.0,14.0,15.3,12.4
43738,2000-10-02,0.0,11.9,18.1,6.0
44103,2001-10-02,11.8,9.8,13.8,6.0
44468,2002-10-02,0.0,5.3,9.8,0.9
44833,2003-10-02,0.0,10.1,12.8,8.2
45199,2004-10-02,0.0,8.2,10.6,6.4
45564,2005-10-02,0.0,15.2,18.6,11.0
45929,2006-10-02,5.0,12.0,15.7,8.9
46294,2007-10-02,0.0,13.3,16.1,11.4
46660,2008-10-02,6.7,10.3,12.8,9.2
47025,2009-10-02,1.8,5.2,7.6,3.3
47390,2010-10-02,0.0,8.3,10.5,5.6
47755,2011-10-02,0.0,8.2,12.7,4.1
48121,2012-10-02,0.5,13.8,17.7,11.5
48486,2013-10-02,0.0,4.5,7.9,3.0
48851,2014-10-02,,5.7,,
49195,2015-10-02,10.2,13.4,16.0,10.8
49561,2016-10-02,0.0,8.7,13.1,
49926,2017-10-02,0.5,7.1,9.0,
50290,2018-10-02,0.5,7.8,11.0,
