,DATE,TMIN
340,1881-12-07,-2.0
705,1882-12-07,-13.9
1070,1883-12-07,-12.9
1436,1884-12-07,-10.6
1801,1885-12-07,-6.2
2166,1886-12-07,-1.7
2531,1887-12-07,-2.6
2897,1888-12-07,1.1
3262,1889-12-07,-12.5
3627,1890-12-07,-6.8
3992,1891-12-07,-3.4
4358,1892-12-07,-7.9
4723,1893-12-07,-11.0
5088,1894-12-07,-7.8
5453,1895-12-07,-2.7
5819,1896-12-07,-18.9
6184,1897-12-07,-5.3
6549,1898-12-07,-0.8
6914,1899-12-07,-8.1
7279,1900-12-07,-7.1
7644,1901-12-07,-9.3
8009,1902-12-07,-9.4
8374,1903-12-07,0.2
8740,1904-12-07,0.5
9105,1905-12-07,-3.2
9470,1906-12-07,-14.9
9835,1907-12-07,-4.8
10201,1908-12-07,-5.2
10566,1909-12-07,0.4
10931,1910-12-07,-10.2
11296,1911-12-07,-4.7
11662,1912-12-07,-0.8
12027,1913-12-07,-4.8
12392,1914-12-07,1.0
12757,1915-12-07,-21.8
13123,1916-12-07,-1.2
13488,1917-12-07,-10.4
13853,1918-12-07,-5.2
14218,1919-12-07,-0.3
14584,1920-12-07,-1.4
14949,1921-12-07,-2.6
15314,1922-12-07,-6.6
15679,1923-12-07,0.3
16045,1924-12-07,-12.2
16410,1925-12-07,-2.3
16775,1926-12-07,-2.2
17140,1927-12-07,-15.5
17506,1928-12-07,-7.0
17871,1929-12-07,1.5
18236,1930-12-07,-0.6
18601,1931-12-07,-7.3
18967,1932-12-07,-1.7
19332,1933-12-07,-7.9
19697,1934-12-07,-11.8
20062,1935-12-07,-0.1
20428,1936-12-07,-2.1
20793,1937-12-07,-11.3
21158,1938-12-07,0.7
21523,1939-12-07,-0.1
21889,1940-12-07,-1.4
22254,1941-12-07,-21.1
22619,1942-12-07,-9.2
22984,1943-12-07,-0.1
23350,1944-12-07,-8.0
23715,1945-12-07,-18.4
24080,1946-12-07,0.6
24445,1947-12-07,-1.0
24811,1948-12-07,0.2
25176,1949-12-07,-0.3
25541,1950-12-07,-1.7
25906,1951-12-07,-4.0
26272,1952-12-07,-13.7
26637,1953-12-07,-3.8
27002,1954-12-07,-3.4
27367,1955-12-07,-11.4
27733,1956-12-07,-8.0
28098,1957-12-07,-1.6
28463,1958-12-07,-14.1
28828,1959-12-07,-16.9
29194,1960-12-07,-2.7
29559,1961-12-07,1.2
29924,1962-12-07,-0.1
30289,1963-12-07,-3.8
30655,1964-12-07,-2.4
31020,1965-12-07,0.2
31385,1966-12-07,-13.0
31750,1967-12-07,-8.2
32116,1968-12-07,-1.6
32481,1969-12-07,-2.5
32846,1970-12-07,-1.9
33211,1971-12-07,-0.5
33577,1972-12-07,5.6
33942,1973-12-07,-21.2
34307,1974-12-07,-1.6
34672,1975-12-07,-4.7
35038,1976-12-07,-0.2
35403,1977-12-07,-8.6
35768,1978-12-07,-7.5
36133,1979-12-07,-3.1
36499,1980-12-07,-15.8
36864,1981-12-07,-4.7
37229,1982-12-07,-2.2
37594,1983-12-07,-3.8
37960,1984-12-07,-6.8
38325,1985-12-07,-14.3
38690,1986-12-07,-10.1
39055,1987-12-07,-7.4
39421,1988-12-07,-1.6
39786,1989-12-07,-12.5
40151,1990-12-07,-4.4
40516,1991-12-07,-11.3
40882,1992-12-07,0.9
41247,1993-12-07,0.2
41612,1994-12-07,-1.5
41977,1995-12-07,-5.6
42343,1996-12-07,0.6
42708,1997-12-07,-4.8
43073,1998-12-07,-3.7
43438,1999-12-07,-2.6
43804,2000-12-07,1.3
44169,2001-12-07,-13.5
44534,2002-12-07,-7.6
44899,2003-12-07,-6.7
45265,2004-12-07,-0.5
45630,2005-12-07,-2.5
45995,2006-12-07,5.2
46360,2007-12-07,1.6
46726,2008-12-07,-0.4
47091,2009-12-07,-0.9
47456,2010-12-07,-6.4
47821,2011-12-07,0.3
48187,2012-12-07,-5.0
48552,2013-12-07,-1.3
48917,2014-12-07,-1.0
49261,2015-12-07,
49627,2016-12-07,-12.5
49992,2017-12-07,
50350,2018-12-07,
