,DATE,TMIN
213,1881-08-02,15.8
578,1882-08-02,16.8
943,1883-08-02,8.5
1309,1884-08-02,15.4
1674,1885-08-02,17.5
2039,1886-08-02,12.6
2404,1887-08-02,17.7
2770,1888-08-02,14.2
3135,1889-08-02,8.2
3500,1890-08-02,15.3
3865,1891-08-02,12.4
4231,1892-08-02,11.1
4596,1893-08-02,19.0
4961,1894-08-02,11.3
5326,1895-08-02,10.6
5692,1896-08-02,18.0
6057,1897-08-02,15.5
6422,1898-08-02,13.7
6787,1899-08-02,15.0
7152,1900-08-02,13.7
7517,1901-08-02,13.5
7882,1902-08-02,9.5
8247,1903-08-02,13.9
8613,1904-08-02,12.1
8978,1905-08-02,14.8
9343,1906-08-02,16.1
9708,1907-08-02,10.1
10074,1908-08-02,15.7
10439,1909-08-02,13.2
10804,1910-08-02,16.8
11169,1911-08-02,14.0
11535,1912-08-02,17.1
11900,1913-08-02,12.6
12265,1914-08-02,12.6
12630,1915-08-02,15.5
12996,1916-08-02,10.1
13361,1917-08-02,15.8
13726,1918-08-02,13.3
14091,1919-08-02,13.9
14457,1920-08-02,15.0
14822,1921-08-02,13.8
15187,1922-08-02,14.6
15552,1923-08-02,12.2
15918,1924-08-02,16.1
16283,1925-08-02,14.4
16648,1926-08-02,11.5
17013,1927-08-02,18.1
17379,1928-08-02,11.6
17744,1929-08-02,13.5
18109,1930-08-02,14.7
18474,1931-08-02,16.6
18840,1932-08-02,17.2
19205,1933-08-02,13.5
19570,1934-08-02,15.6
19935,1935-08-02,14.3
20301,1936-08-02,15.6
20666,1937-08-02,15.3
21031,1938-08-02,19.4
21396,1939-08-02,15.9
21762,1940-08-02,11.5
22127,1941-08-02,16.9
22492,1942-08-02,12.4
22857,1943-08-02,13.6
23223,1944-08-02,13.9
23588,1945-08-02,12.5
23953,1946-08-02,12.8
24318,1947-08-02,9.8
24684,1948-08-02,12.7
25049,1949-08-02,11.4
25414,1950-08-02,10.6
25779,1951-08-02,10.1
26145,1952-08-02,12.3
26510,1953-08-02,14.0
26875,1954-08-02,15.3
27240,1955-08-02,15.9
27606,1956-08-02,13.1
27971,1957-08-02,16.5
28336,1958-08-02,14.5
28701,1959-08-02,12.8
29067,1960-08-02,16.4
29432,1961-08-02,18.2
29797,1962-08-02,11.1
30162,1963-08-02,17.0
30528,1964-08-02,13.1
30893,1965-08-02,10.9
31258,1966-08-02,11.9
31623,1967-08-02,15.9
31989,1968-08-02,15.2
32354,1969-08-02,11.7
32719,1970-08-02,15.3
33084,1971-08-02,17.4
33450,1972-08-02,16.8
33815,1973-08-02,14.9
34180,1974-08-02,14.2
34545,1975-08-02,18.2
34911,1976-08-02,13.3
35276,1977-08-02,16.1
35641,1978-08-02,19.2
36006,1979-08-02,16.0
36372,1980-08-02,20.1
36737,1981-08-02,14.8
37102,1982-08-02,13.0
37467,1983-08-02,14.3
37833,1984-08-02,17.7
38198,1985-08-02,14.5
38563,1986-08-02,18.1
38928,1987-08-02,13.7
39294,1988-08-02,13.2
39659,1989-08-02,18.3
40024,1990-08-02,11.1
40389,1991-08-02,14.9
40755,1992-08-02,12.8
41120,1993-08-02,15.0
41485,1994-08-02,19.2
41850,1995-08-02,11.2
42216,1996-08-02,14.0
42581,1997-08-02,16.1
42946,1998-08-02,14.5
43311,1999-08-02,12.0
43677,2000-08-02,15.7
44042,2001-08-02,11.8
44407,2002-08-02,16.5
44772,2003-08-02,18.9
45138,2004-08-02,18.3
45503,2005-08-02,17.0
45868,2006-08-02,13.5
46233,2007-08-02,13.9
46599,2008-08-02,10.9
46964,2009-08-02,14.9
47329,2010-08-02,19.0
47694,2011-08-02,12.0
48060,2012-08-02,14.3
48425,2013-08-02,15.9
48790,2014-08-02,
49134,2015-08-02,
49500,2016-08-02,
49865,2017-08-02,
50230,2018-08-02,
