,DATE,TMAX
302,1881-10-30,-3.8
667,1882-10-30,
1032,1883-10-30,6.8
1398,1884-10-30,5.5
1763,1885-10-30,4.2
2128,1886-10-30,6.7
2493,1887-10-30,5.3
2859,1888-10-30,6.0
3224,1889-10-30,4.7
3589,1890-10-30,2.9
3954,1891-10-30,0.0
4320,1892-10-30,8.4
4685,1893-10-30,7.3
5050,1894-10-30,-1.8
5415,1895-10-30,4.0
5781,1896-10-30,5.5
6146,1897-10-30,7.4
6511,1898-10-30,8.4
6876,1899-10-30,9.3
7241,1900-10-30,5.0
7606,1901-10-30,5.7
7971,1902-10-30,6.7
8336,1903-10-30,
8702,1904-10-30,4.7
9067,1905-10-30,2.9
9432,1906-10-30,4.5
9797,1907-10-30,3.7
10163,1908-10-30,6.3
10528,1909-10-30,10.5
10893,1910-10-30,2.3
11258,1911-10-30,0.8
11624,1912-10-30,0.9
11989,1913-10-30,8.2
12354,1914-10-30,1.4
12719,1915-10-30,3.9
13085,1916-10-30,3.1
13450,1917-10-30,9.9
13815,1918-10-30,8.5
14180,1919-10-30,1.5
14546,1920-10-30,-6.1
14911,1921-10-30,-2.6
15276,1922-10-30,2.7
15641,1923-10-30,-0.9
16007,1924-10-30,9.7
16372,1925-10-30,7.4
16737,1926-10-30,-1.6
17102,1927-10-30,-2.1
17468,1928-10-30,9.5
17833,1929-10-30,7.6
18198,1930-10-30,7.8
18563,1931-10-30,1.6
18929,1932-10-30,1.4
19294,1933-10-30,10.7
19659,1934-10-30,7.3
20024,1935-10-30,8.0
20390,1936-10-30,5.8
20755,1937-10-30,10.7
21120,1938-10-30,5.4
21485,1939-10-30,3.0
21851,1940-10-30,4.2
22216,1941-10-30,-0.7
22581,1942-10-30,9.3
22946,1943-10-30,8.0
23312,1944-10-30,-1.4
23677,1945-10-30,2.3
24042,1946-10-30,2.5
24407,1947-10-30,2.7
24773,1948-10-30,1.5
25138,1949-10-30,3.3
25503,1950-10-30,0.9
25868,1951-10-30,7.9
26234,1952-10-30,0.2
26599,1953-10-30,1.7
26964,1954-10-30,7.1
27329,1955-10-30,3.9
27695,1956-10-30,-1.1
28060,1957-10-30,10.9
28425,1958-10-30,7.8
28790,1959-10-30,11.9
29156,1960-10-30,1.2
29521,1961-10-30,8.7
29886,1962-10-30,7.7
30251,1963-10-30,-0.1
30617,1964-10-30,8.7
30982,1965-10-30,9.9
31347,1966-10-30,2.5
31712,1967-10-30,11.1
32078,1968-10-30,8.1
32443,1969-10-30,2.3
32808,1970-10-30,1.5
33173,1971-10-30,5.2
33539,1972-10-30,2.7
33904,1973-10-30,1.5
34269,1974-10-30,5.7
34634,1975-10-30,6.1
35000,1976-10-30,-0.7
35365,1977-10-30,6.6
35730,1978-10-30,1.8
36095,1979-10-30,-4.9
36461,1980-10-30,-0.1
36826,1981-10-30,6.5
37191,1982-10-30,8.7
37556,1983-10-30,4.4
37922,1984-10-30,4.8
38287,1985-10-30,7.2
38652,1986-10-30,6.2
39017,1987-10-30,7.6
39383,1988-10-30,-1.1
39748,1989-10-30,4.6
40113,1990-10-30,6.5
40478,1991-10-30,1.5
40844,1992-10-30,-3.1
41209,1993-10-30,2.4
41574,1994-10-30,7.4
41939,1995-10-30,6.9
42305,1996-10-30,5.3
42670,1997-10-30,5.0
43035,1998-10-30,8.7
43400,1999-10-30,8.5
43766,2000-10-30,1.3
44131,2001-10-30,6.7
44496,2002-10-30,2.9
44861,2003-10-30,6.7
45227,2004-10-30,3.3
45592,2005-10-30,3.8
45957,2006-10-30,2.3
46322,2007-10-30,10.7
46688,2008-10-30,10.3
47053,2009-10-30,1.5
47418,2010-10-30,8.1
47783,2011-10-30,8.5
48149,2012-10-30,0.8
48514,2013-10-30,10.3
48879,2014-10-30,
49223,2015-10-30,5.7
49589,2016-10-30,
49954,2017-10-30,5.2
50318,2018-10-30,
