,DATE,TMAX
312,1881-11-09,3.4
677,1882-11-09,
1042,1883-11-09,4.5
1408,1884-11-09,6.9
1773,1885-11-09,2.9
2138,1886-11-09,5.9
2503,1887-11-09,3.1
2869,1888-11-09,-1.9
3234,1889-11-09,3.4
3599,1890-11-09,7.0
3964,1891-11-09,1.5
4330,1892-11-09,5.4
4695,1893-11-09,0.2
5060,1894-11-09,-6.7
5425,1895-11-09,5.0
5791,1896-11-09,-5.4
6156,1897-11-09,-0.6
6521,1898-11-09,3.7
6886,1899-11-09,8.2
7251,1900-11-09,2.3
7616,1901-11-09,-0.4
7981,1902-11-09,-0.4
8346,1903-11-09,
8712,1904-11-09,2.0
9077,1905-11-09,3.5
9442,1906-11-09,0.5
9807,1907-11-09,4.9
10173,1908-11-09,-7.0
10538,1909-11-09,2.4
10903,1910-11-09,0.8
11268,1911-11-09,6.9
11634,1912-11-09,-1.1
11999,1913-11-09,1.5
12364,1914-11-09,-1.4
12729,1915-11-09,-9.5
13095,1916-11-09,7.0
13460,1917-11-09,4.0
13825,1918-11-09,4.8
14190,1919-11-09,-3.6
14556,1920-11-09,3.3
14921,1921-11-09,-6.6
15286,1922-11-09,2.7
15651,1923-11-09,3.3
16017,1924-11-09,2.3
16382,1925-11-09,-3.5
16747,1926-11-09,9.3
17112,1927-11-09,3.8
17478,1928-11-09,2.6
17843,1929-11-09,6.8
18208,1930-11-09,5.2
18573,1931-11-09,4.2
18939,1932-11-09,1.6
19304,1933-11-09,0.0
19669,1934-11-09,5.5
20034,1935-11-09,3.9
20400,1936-11-09,8.3
20765,1937-11-09,5.9
21130,1938-11-09,1.8
21495,1939-11-09,8.5
21861,1940-11-09,1.3
22226,1941-11-09,1.2
22591,1942-11-09,-7.3
22956,1943-11-09,3.3
23322,1944-11-09,1.3
23687,1945-11-09,-4.4
24052,1946-11-09,2.9
24417,1947-11-09,1.7
24783,1948-11-09,1.9
25148,1949-11-09,5.5
25513,1950-11-09,-0.9
25878,1951-11-09,-1.6
26244,1952-11-09,5.8
26609,1953-11-09,6.7
26974,1954-11-09,1.5
27339,1955-11-09,0.9
27705,1956-11-09,-2.5
28070,1957-11-09,7.4
28435,1958-11-09,1.2
28800,1959-11-09,2.1
29166,1960-11-09,7.5
29531,1961-11-09,3.8
29896,1962-11-09,2.3
30261,1963-11-09,9.2
30627,1964-11-09,-1.7
30992,1965-11-09,3.3
31357,1966-11-09,2.8
31722,1967-11-09,4.8
32088,1968-11-09,-2.5
32453,1969-11-09,2.6
32818,1970-11-09,-1.0
33183,1971-11-09,3.7
33549,1972-11-09,5.9
33914,1973-11-09,7.6
34279,1974-11-09,2.2
34644,1975-11-09,5.6
35010,1976-11-09,7.2
35375,1977-11-09,9.3
35740,1978-11-09,5.7
36105,1979-11-09,3.2
36471,1980-11-09,0.3
36836,1981-11-09,1.9
37201,1982-11-09,2.3
37566,1983-11-09,8.3
37932,1984-11-09,3.6
38297,1985-11-09,4.5
38662,1986-11-09,2.2
39027,1987-11-09,-1.0
39393,1988-11-09,-2.0
39758,1989-11-09,4.0
40123,1990-11-09,3.0
40488,1991-11-09,6.6
40854,1992-11-09,-2.4
41219,1993-11-09,-3.1
41584,1994-11-09,-1.0
41949,1995-11-09,-0.2
42315,1996-11-09,3.8
42680,1997-11-09,5.9
43045,1998-11-09,-2.4
43410,1999-11-09,-0.3
43776,2000-11-09,6.2
44141,2001-11-09,2.1
44506,2002-11-09,-1.2
44871,2003-11-09,5.8
45237,2004-11-09,6.0
45602,2005-11-09,8.5
45967,2006-11-09,4.0
46332,2007-11-09,1.4
46698,2008-11-09,4.5
47063,2009-11-09,2.7
47428,2010-11-09,1.8
47793,2011-11-09,5.7
48159,2012-11-09,2.4
48524,2013-11-09,7.1
48889,2014-11-09,
49233,2015-11-09,5.6
49599,2016-11-09,-4.5
49964,2017-11-09,5.4
50328,2018-11-09,5.4
