,DATE,TMAX
96,1881-04-07,-1.2
461,1882-04-07,
826,1883-04-07,
1192,1884-04-07,7.7
1557,1885-04-07,8.3
1922,1886-04-07,4.9
2287,1887-04-07,3.8
2653,1888-04-07,-0.2
3018,1889-04-07,4.3
3383,1890-04-07,10.7
3748,1891-04-07,5.8
4114,1892-04-07,0.6
4479,1893-04-07,5.4
4844,1894-04-07,10.0
5209,1895-04-07,1.8
5575,1896-04-07,5.8
5940,1897-04-07,5.4
6305,1898-04-07,2.8
6670,1899-04-07,5.4
7035,1900-04-07,6.8
7400,1901-04-07,2.7
7765,1902-04-07,-1.4
8130,1903-04-07,
8496,1904-04-07,3.0
8861,1905-04-07,-2.0
9226,1906-04-07,5.1
9591,1907-04-07,6.7
9957,1908-04-07,7.4
10322,1909-04-07,3.0
10687,1910-04-07,5.4
11052,1911-04-07,4.3
11418,1912-04-07,-3.2
11783,1913-04-07,3.9
12148,1914-04-07,5.4
12513,1915-04-07,5.5
12879,1916-04-07,-1.5
13244,1917-04-07,2.9
13609,1918-04-07,5.4
13974,1919-04-07,-1.1
14340,1920-04-07,11.3
14705,1921-04-07,4.4
15070,1922-04-07,3.9
15435,1923-04-07,1.1
15801,1924-04-07,3.4
16166,1925-04-07,7.9
16531,1926-04-07,-1.6
16896,1927-04-07,5.3
17262,1928-04-07,2.6
17627,1929-04-07,0.4
17992,1930-04-07,12.2
18357,1931-04-07,2.5
18723,1932-04-07,6.6
19088,1933-04-07,3.1
19453,1934-04-07,10.5
19818,1935-04-07,5.2
20184,1936-04-07,2.1
20549,1937-04-07,9.3
20914,1938-04-07,5.7
21279,1939-04-07,4.6
21645,1940-04-07,4.8
22010,1941-04-07,-0.5
22375,1942-04-07,6.7
22740,1943-04-07,10.8
23106,1944-04-07,2.6
23471,1945-04-07,2.5
23836,1946-04-07,4.5
24201,1947-04-07,3.4
24567,1948-04-07,7.1
24932,1949-04-07,5.3
25297,1950-04-07,6.0
25662,1951-04-07,2.2
26028,1952-04-07,9.9
26393,1953-04-07,4.7
26758,1954-04-07,4.1
27123,1955-04-07,-1.6
27489,1956-04-07,-1.0
27854,1957-04-07,3.1
28219,1958-04-07,1.7
28584,1959-04-07,8.0
28950,1960-04-07,9.0
29315,1961-04-07,1.5
29680,1962-04-07,9.8
30045,1963-04-07,3.5
30411,1964-04-07,2.9
30776,1965-04-07,5.7
31141,1966-04-07,7.4
31506,1967-04-07,10.9
31872,1968-04-07,4.2
32237,1969-04-07,0.0
32602,1970-04-07,5.7
32967,1971-04-07,6.6
33333,1972-04-07,4.7
33698,1973-04-07,5.7
34063,1974-04-07,7.4
34428,1975-04-07,10.2
34794,1976-04-07,4.2
35159,1977-04-07,4.6
35524,1978-04-07,1.3
35889,1979-04-07,3.4
36255,1980-04-07,4.5
36620,1981-04-07,6.7
36985,1982-04-07,7.8
37350,1983-04-07,13.5
37716,1984-04-07,6.5
38081,1985-04-07,3.7
38446,1986-04-07,7.0
38811,1987-04-07,2.8
39177,1988-04-07,3.7
39542,1989-04-07,10.8
39907,1990-04-07,7.9
40272,1991-04-07,10.9
40638,1992-04-07,4.1
41003,1993-04-07,9.4
41368,1994-04-07,11.9
41733,1995-04-07,6.2
42099,1996-04-07,14.4
42464,1997-04-07,2.6
42829,1998-04-07,2.6
43194,1999-04-07,5.1
43560,2000-04-07,5.7
43925,2001-04-07,10.1
44290,2002-04-07,9.0
44655,2003-04-07,-0.7
45021,2004-04-07,12.1
45386,2005-04-07,11.7
45751,2006-04-07,5.1
46116,2007-04-07,3.6
46482,2008-04-07,13.5
46847,2009-04-07,2.2
47212,2010-04-07,11.9
47577,2011-04-07,4.9
47943,2012-04-07,2.0
48308,2013-04-07,4.8
48673,2014-04-07,
49038,2015-04-07,
49383,2016-04-07,13.3
49748,2017-04-07,
50113,2018-04-07,
50471,2019-04-07,14.0
